Declaration,Date reception,Frais engages,Adherent CIN,Adherent ville,Police,Code maladie
7565665.0,2023-12-28,8639.0,BE44PK,Casablanca,065487956,006
7563082.0,2023-08-11,3444.0,BE00CQ,Fes,2000GPT4118,005
7571597.0,2023-01-02,1328.0,BE64SM,Fes,2000GPT4587,006
7556572.0,2023-06-25,7954.0,BE46CS,Casablanca,065487956,006
7559805.0,2023-01-07,3451.0,BE63FF,Marrakech,2000GPT4118,004
7552195.0,2023-04-26,4703.0,BE19KX,Casablanca,2000GPT4118,012
7570769.0,2023-07-02,4203.0,BE58II,Marrakech,2000GPT4118,008
7551321.0,2023-11-14,3807.0,BE53HV,Rabat,2000GPT4118,011
7559830.0,2023-04-18,4315.0,BE85LQ,Casablanca,2000GPT4118,013
7550800.0,2023-02-25,2170.0,BE44IZ,Marrakech,2000GPT2564,001
7568114.0,2023-11-15,2043.0,BE59KO,Fes,2000GPT2564,005
7573693.0,2023-05-10,2524.0,BE47JL,Casablanca,2000GPT2564,003
7552115.0,2023-01-19,912.0,BE63SZ,Fes,2000GPT4587,012
7568778.0,2023-01-05,8133.0,BE22RB,Marrakech,065487956,008
7558237.0,2023-11-02,9003.0,BE38HL,Casablanca,065487956,007
7568157.0,2023-04-18,4060.0,BE31ML,Tanger,2000GPT4118,012
7561191.0,2023-11-07,7240.0,BE63DI,Marrakech,065487956,012
7575362.0,2023-09-22,3318.0,BE41EY,Rabat,2000GPT4118,006
7569529.0,2023-12-11,581.0,BE18QI,Tanger,2000GPT4587,005
7578429.0,2023-04-09,7891.0,BE56CE,Casablanca,065487956,009
7577206.0,2023-10-01,802.0,BE73YJ,Agadir,2000GPT4587,011
7577472.0,2023-07-27,1888.0,BE35EP,Marrakech,2000GPT2564,008
7568323.0,2023-01-21,1482.0,BE00YH,Rabat,2000GPT4587,008
7569721.0,2023-11-02,1758.0,BE41RL,Casablanca,2000GPT2564,013
7573288.0,2023-12-08,3170.0,BE91SQ,Casablanca,2000GPT4118,013
7556378.0,2023-09-24,1034.0,BE84DP,Casablanca,2000GPT4587,004
7564847.0,2023-12-16,3098.0,BE46SW,Casablanca,2000GPT4118,005
7573634.0,2023-09-13,1615.0,BE10OB,Casablanca,2000GPT4587,013
7551024.0,2023-06-24,636.0,BE86JQ,Casablanca,2000GPT4587,006
7563809.0,2023-07-27,9481.0,BE38IT,Casablanca,065487956,003
7571420.0,2023-04-28,845.0,BE30JC,Casablanca,2000GPT4587,013
7567938.0,2023-02-08,8024.0,BE92FA,Casablanca,065487956,007
7558498.0,2023-12-04,9035.0,BE78GC,Casablanca,065487956,012
7557879.0,2023-10-14,8594.0,BE49DI,Rabat,065487956,003
7569651.0,2023-12-03,1280.0,BE97IX,Casablanca,2000GPT4587,001
7549956.0,2023-03-07,1161.0,BE11WR,Fes,2000GPT4587,003
7567015.0,2023-11-08,5588.0,BE78IP,Casablanca,2000GPT9898,003
7566120.0,2023-06-13,3904.0,BE36LR,Casablanca,2000GPT4118,006
7570952.0,2023-06-14,6858.0,BE48KN,Marrakech,2000GPT9898,004
7564633.0,2023-12-18,623.0,BE53LB,Fes,2000GPT4587,009
7549432.0,2023-01-25,680.0,BE13BC,Casablanca,2000GPT4587,002
7556607.0,2023-01-14,1635.0,BE77LJ,Agadir,2000GPT2564,007
7549220.0,2023-03-09,4663.0,BE39VI,Casablanca,2000GPT4118,006
7571773.0,2023-09-12,2904.0,BE93XT,Khouribga,2000GPT2564,002
7550323.0,2023-03-17,9056.0,BE99YP,Marrakech,065487956,013
7560368.0,2023-11-12,7856.0,BE67RL,Rabat,065487956,008
7563131.0,2023-02-06,4827.0,BE01HH,Casablanca,2000GPT4118,009
7550222.0,2023-06-16,986.0,BE92UG,Khouribga,2000GPT4587,009
7550294.0,2023-12-31,1309.0,BE00NM,Casablanca,2000GPT4587,008
7561869.0,2023-10-08,8775.0,BE34JT,Fes,065487956,007
7571538.0,2023-12-12,1050.0,BE05TD,Casablanca,2000GPT4587,015
7571788.0,2023-08-11,1463.0,BE58PF,Marrakech,2000GPT4587,014
7573841.0,2023-12-10,683.0,BE96EP,Casablanca,2000GPT4587,006
7572599.0,2023-12-17,7296.0,BE58YA,Marrakech,065487956,010
7577592.0,2023-11-05,8106.0,BE46KF,Casablanca,065487956,012
7564673.0,2023-12-12,7182.0,BE32DD,Khouribga,065487956,008
7567299.0,2023-02-26,8331.0,BE22GX,Rabat,065487956,003
7561817.0,2023-12-11,1716.0,BE07MR,Casablanca,2000GPT2564,003
7553923.0,2023-06-29,9279.0,BE94UA,Casablanca,065487956,007
7553454.0,2023-07-31,3959.0,BE93AI,Marrakech,2000GPT4118,008
7557417.0,2023-09-13,6428.0,BE21PY,Casablanca,2000GPT9898,012
7574424.0,2023-06-21,1296.0,BE21VQ,Casablanca,2000GPT4587,010
7574085.0,2023-06-08,634.0,BE03SR,Marrakech,2000GPT4587,007
7565113.0,2023-01-01,1613.0,BE14UB,Casablanca,2000GPT2564,004
7557584.0,2023-12-29,1725.0,BE55SZ,Khouribga,2000GPT2564,008
7560123.0,2023-11-30,7616.0,BE00FP,Marrakech,065487956,011
7578603.0,2023-09-22,7205.0,BE75ZX,Tanger,065487956,013
7569476.0,2023-08-29,4345.0,BE64RJ,Marrakech,2000GPT4118,014
7577793.0,2023-06-17,5932.0,BE45VB,Casablanca,2000GPT9898,009
7568740.0,2023-12-18,2674.0,BE40KP,Casablanca,2000GPT2564,003
7565541.0,2023-12-11,9390.0,BE64JG,Casablanca,065487956,012
7551623.0,2023-05-07,4820.0,BE13HI,Tanger,2000GPT4118,008
7556322.0,2023-02-28,8699.0,BE74ZG,Casablanca,065487956,009
7575419.0,2023-11-08,9887.0,BE91GR,Casablanca,065487956,012
7576032.0,2023-06-29,1019.0,BE02HH,Tanger,2000GPT4587,001
7564961.0,2023-08-05,3042.0,BE87IH,Casablanca,2000GPT4118,001
7552902.0,2023-08-02,1515.0,BE73XE,Marrakech,2000GPT4587,008
7573514.0,2023-12-25,4459.0,BE62HK,Tanger,2000GPT4118,009
7551198.0,2023-07-16,1487.0,BE51BY,Casablanca,2000GPT4587,003
7559284.0,2023-12-04,7831.0,BE39ZA,Rabat,065487956,009
7564037.0,2023-04-04,1020.0,BE92ZB,Casablanca,2000GPT4587,009
7560592.0,2023-10-01,8832.0,BE12CN,Casablanca,065487956,009
7567140.0,2023-12-28,4640.0,BE33VP,Rabat,2000GPT4118,006
7571231.0,2023-12-06,1848.0,BE91GB,Casablanca,2000GPT2564,008
7576326.0,2023-09-04,4825.0,BE59TR,Casablanca,2000GPT4118,012
7555922.0,2023-05-30,4291.0,BE61CD,Marrakech,2000GPT4118,009
7565585.0,2023-03-13,7561.0,BE98WR,Rabat,065487956,012
7570080.0,2023-01-22,9828.0,BE34DD,Fes,065487956,008
7565268.0,2023-07-21,1094.0,BE87BG,Casablanca,2000GPT4587,009
7565275.0,2023-05-03,7112.0,BE45AZ,Marrakech,065487956,006
7554248.0,2023-07-22,3782.0,BE28FB,Casablanca,2000GPT4118,008
7549340.0,2023-07-23,664.0,BE34VR,Agadir,2000GPT4587,008
7556126.0,2023-01-19,4500.0,BE53MX,Rabat,2000GPT4118,007
7563613.0,2023-04-18,996.0,BE07EW,Casablanca,2000GPT4587,004
7550396.0,2023-10-29,8267.0,BE67OA,Casablanca,065487956,008
7564868.0,2023-11-27,5296.0,BE30UU,Casablanca,2000GPT9898,004
7565220.0,2023-08-12,3134.0,BE63ZX,Casablanca,2000GPT4118,003
7568970.0,2023-01-16,9682.0,BE56XT,Rabat,065487956,003
7559957.0,2023-09-12,9054.0,BE14MM,Tanger,065487956,002
7557615.0,2023-09-23,3331.0,BE64HS,Marrakech,2000GPT4118,008
7568813.0,2023-08-30,1946.0,BE39UI,Marrakech,2000GPT2564,005
7556950.0,2023-04-30,2931.0,BE07CI,Marrakech,2000GPT2564,002
7571449.0,2023-12-18,1235.0,BE61AF,Marrakech,2000GPT4587,005
7553384.0,2023-07-23,1445.0,BE96TW,Casablanca,2000GPT4587,008
7567928.0,2023-07-30,10018.0,BE55CQ,Rabat,065487956,009
7567545.0,2023-11-13,5675.0,BE16DO,Casablanca,2000GPT9898,007
7573340.0,2023-11-19,7574.0,BE18UK,Casablanca,065487956,006
7567329.0,2023-05-10,6524.0,BE04IX,Marrakech,2000GPT9898,009
7571734.0,2023-09-30,5916.0,BE96TK,Rabat,2000GPT9898,001
7573808.0,2023-01-25,1886.0,BE11PK,Casablanca,2000GPT2564,014
7551567.0,2023-07-02,9788.0,BE47UB,Khouribga,065487956,008
7552968.0,2023-11-28,1001.0,BE31UP,Casablanca,2000GPT4587,002
7552486.0,2023-02-06,3637.0,BE83KM,Casablanca,2000GPT4118,008
7549297.0,2023-07-27,2062.0,BE27UJ,Casablanca,2000GPT2564,012
7571509.0,2023-10-14,10043.0,BE63IJ,Khouribga,065487956,014
7572911.0,2023-02-01,1192.0,BE04EL,Casablanca,2000GPT4587,010
7557008.0,2023-08-08,8635.0,BE69QX,Fes,065487956,006
7566771.0,2023-02-24,3355.0,BE69KL,Casablanca,2000GPT4118,005
7561296.0,2023-12-31,8045.0,BE95QL,Casablanca,065487956,008
7568538.0,2023-09-15,5544.0,BE15GT,Marrakech,2000GPT9898,009
7578176.0,2023-09-14,969.0,BE94WN,Casablanca,2000GPT4587,008
7560417.0,2023-12-12,810.0,BE62IB,Rabat,2000GPT4587,003
7570533.0,2023-02-09,648.0,BE70SS,Rabat,2000GPT4587,008
7567218.0,2023-05-02,1726.0,BE94BA,Rabat,2000GPT2564,004
7561124.0,2023-01-30,5837.0,BE54EU,Rabat,2000GPT9898,002
7550172.0,2023-12-13,8859.0,BE19RZ,Casablanca,065487956,012
7571585.0,2023-12-03,6328.0,BE09GC,Casablanca,2000GPT9898,009
7570677.0,2023-02-15,8478.0,BE12XP,Casablanca,065487956,009
7570340.0,2023-03-18,1962.0,BE75AT,Fes,2000GPT2564,011
7575970.0,2023-02-03,8197.0,BE65QL,Casablanca,065487956,015
7568278.0,2023-03-10,7701.0,BE08NS,Marrakech,065487956,001
7553698.0,2023-01-26,3080.0,BE52JM,Marrakech,2000GPT4118,004
7555362.0,2023-02-05,8377.0,BE03WI,Casablanca,065487956,013
7552574.0,2023-10-10,811.0,BE69HM,Casablanca,2000GPT4587,003
7560566.0,2023-05-14,5550.0,BE23IH,Marrakech,2000GPT9898,001
7555957.0,2023-10-18,5306.0,BE48LP,Casablanca,2000GPT9898,005
7578190.0,2023-02-21,7852.0,BE07FA,Casablanca,065487956,015
7572605.0,2023-10-20,996.0,BE80NI,Khouribga,2000GPT4587,003
7568294.0,2023-12-19,8446.0,BE25KF,Casablanca,065487956,012
7576562.0,2023-12-23,2730.0,BE42XQ,Rabat,2000GPT2564,010
7574569.0,2023-05-20,1073.0,BE84TS,Marrakech,2000GPT4587,007
7571013.0,2023-09-30,4660.0,BE09QK,Tanger,2000GPT4118,007
7578031.0,2023-06-06,8889.0,BE19RA,Casablanca,065487956,004
7572401.0,2023-01-04,907.0,BE77JP,Marrakech,2000GPT4587,007
7563648.0,2023-01-05,845.0,BE93HV,Rabat,2000GPT4587,009
7566544.0,2023-06-22,1097.0,BE85YW,Casablanca,2000GPT4587,003
7571748.0,2023-10-13,8781.0,BE83TJ,Tanger,065487956,001
7562739.0,2023-02-12,9736.0,BE83GA,Fes,065487956,008
7553196.0,2023-04-12,9794.0,BE88RS,Agadir,065487956,008
7558222.0,2023-12-21,10035.0,BE67QI,Casablanca,065487956,005
7571462.0,2023-02-09,984.0,BE68TB,Agadir,2000GPT4587,003
7566643.0,2023-11-28,2939.0,BE73AO,Casablanca,2000GPT2564,008
7567079.0,2023-06-24,4665.0,BE96FA,Rabat,2000GPT4118,008
7557157.0,2023-02-28,4377.0,BE85UT,Marrakech,2000GPT4118,001
7558282.0,2023-06-03,7641.0,BE77ZN,Casablanca,065487956,011
7576667.0,2023-02-08,9455.0,BE50LS,Casablanca,065487956,012
7550369.0,2023-09-15,9970.0,BE75NR,Tanger,065487956,012
7559686.0,2023-01-18,8928.0,BE68VE,Casablanca,065487956,008
7559124.0,2023-02-25,1362.0,BE13ZD,Casablanca,2000GPT4587,013
7567441.0,2023-06-18,9065.0,BE78TL,Marrakech,065487956,011
7551067.0,2023-09-08,8682.0,BE49GG,Rabat,065487956,003
7566255.0,2023-11-20,7418.0,BE34BW,Khouribga,065487956,004
7558212.0,2023-05-18,625.0,BE10UB,Casablanca,2000GPT4587,005
7574899.0,2023-05-19,9315.0,BE43UX,Rabat,065487956,010
7569873.0,2023-04-27,3633.0,BE04LE,Fes,2000GPT4118,005
7566635.0,2023-12-29,3128.0,BE50AC,Casablanca,2000GPT4118,012
7562888.0,2023-10-08,2899.0,BE01LW,Casablanca,2000GPT2564,010
7574946.0,2023-08-29,6184.0,BE93EC,Agadir,2000GPT9898,005
7573489.0,2023-01-21,7172.0,BE10IO,Casablanca,065487956,006
7566443.0,2023-01-26,4173.0,BE93HQ,Casablanca,2000GPT4118,013
7553246.0,2023-09-26,8271.0,BE53SR,Casablanca,065487956,008
7574708.0,2023-10-22,599.0,BE70LU,Rabat,2000GPT4587,002
7562369.0,2023-12-28,4089.0,BE42AB,Casablanca,2000GPT4118,012
7573318.0,2023-08-29,8309.0,BE67RM,Tanger,065487956,009
7549235.0,2023-10-06,5539.0,BE72MA,Fes,2000GPT9898,004
7572090.0,2023-07-24,4455.0,BE92PS,Fes,2000GPT4118,003
7564186.0,2023-02-04,4933.0,BE09XL,Fes,2000GPT4118,011
7550113.0,2023-11-20,9897.0,BE40PX,Tanger,065487956,011
7562529.0,2023-11-02,4979.0,BE65CE,Casablanca,2000GPT4118,005
7561742.0,2023-12-31,3409.0,BE40MB,Agadir,2000GPT4118,005
7550558.0,2023-12-11,2719.0,BE14VS,Rabat,2000GPT2564,008
7568715.0,2023-10-16,4985.0,BE42DJ,Casablanca,2000GPT4118,006
7563555.0,2023-03-18,2494.0,BE83TI,Casablanca,2000GPT2564,009
7566745.0,2023-11-02,3719.0,BE14XQ,Casablanca,2000GPT4118,006
7559489.0,2023-06-08,3439.0,BE82UR,Fes,2000GPT4118,005
7568128.0,2023-01-12,4357.0,BE99CX,Casablanca,2000GPT4118,008
7550541.0,2023-12-22,942.0,BE18XX,Marrakech,2000GPT4587,004
7563849.0,2023-04-28,3780.0,BE89EF,Fes,2000GPT4118,011
7571698.0,2023-11-05,1427.0,BE11CD,Casablanca,2000GPT4587,009
7567365.0,2023-06-21,9519.0,BE58YK,Tanger,065487956,003
7567260.0,2023-03-26,8587.0,BE55VS,Fes,065487956,012
7554190.0,2023-05-31,6534.0,BE35CT,Rabat,2000GPT9898,012
7578339.0,2023-02-27,844.0,BE45KI,Casablanca,2000GPT4587,014
7557243.0,2023-08-24,1088.0,BE42JV,Rabat,2000GPT4587,007
7555518.0,2023-01-02,8726.0,BE56LW,Casablanca,065487956,008
7575368.0,2023-02-27,9513.0,BE45TV,Casablanca,065487956,009
7556425.0,2023-12-02,2063.0,BE57UT,Casablanca,2000GPT2564,003
7549093.0,2023-04-21,5024.0,BE27FM,Rabat,2000GPT4118,003
7562248.0,2023-03-19,1174.0,BE58YA,Marrakech,2000GPT4587,005
7562386.0,2023-11-12,2716.0,BE20AM,Casablanca,2000GPT2564,012
7577795.0,2023-12-19,7172.0,BE05GQ,Casablanca,065487956,013
7567248.0,2023-11-08,818.0,BE60JR,Marrakech,2000GPT4587,013
7560782.0,2023-11-01,4561.0,BE37NY,Marrakech,2000GPT4118,013
7553625.0,2023-02-05,681.0,BE94DJ,Casablanca,2000GPT4587,014
7567146.0,2023-12-21,8330.0,BE66HE,Casablanca,065487956,008
7575683.0,2023-12-01,7189.0,BE17CL,Tanger,065487956,014
7559248.0,2023-09-19,1066.0,BE20QP,Casablanca,2000GPT4587,013
7549474.0,2023-11-20,9027.0,BE76SM,Casablanca,065487956,003
7577528.0,2023-08-13,9920.0,BE45CF,Casablanca,065487956,002
7551335.0,2023-12-08,2470.0,BE75CX,Casablanca,2000GPT2564,004
7557897.0,2023-12-12,2295.0,BE25IJ,Casablanca,2000GPT2564,004
7569614.0,2023-02-17,4441.0,BE96YR,Marrakech,2000GPT4118,005
7550247.0,2023-11-13,9386.0,BE32RR,Casablanca,065487956,008
7549842.0,2023-07-03,1398.0,BE63TK,Rabat,2000GPT4587,007
7569157.0,2023-10-24,3683.0,BE05GL,Tanger,2000GPT4118,001
7558790.0,2023-06-18,8762.0,BE80JN,Casablanca,065487956,007
7575573.0,2023-08-19,4481.0,BE34IK,Rabat,2000GPT4118,012
7574146.0,2023-03-24,5117.0,BE10XL,Marrakech,2000GPT9898,002
7569957.0,2023-02-24,2457.0,BE08DI,Casablanca,2000GPT2564,003
7573591.0,2023-07-22,2795.0,BE04GW,Tanger,2000GPT2564,008
7556152.0,2023-04-01,8638.0,BE73SC,Casablanca,065487956,013
7568372.0,2023-09-24,8234.0,BE26GQ,Casablanca,065487956,001
7561765.0,2023-12-15,1338.0,BE71VM,Khouribga,2000GPT4587,012
7574101.0,2023-12-09,8236.0,BE59ZQ,Tanger,065487956,013
7561646.0,2023-09-25,4217.0,BE21DY,Casablanca,2000GPT4118,008
7569833.0,2023-06-29,7279.0,BE87TR,Rabat,065487956,003
7578685.0,2023-12-14,3050.0,BE36QU,Casablanca,2000GPT4118,001
7573975.0,2023-12-23,3633.0,BE55LC,Casablanca,2000GPT4118,011
7550670.0,2023-04-01,8813.0,BE93EO,Casablanca,065487956,009
7574826.0,2023-08-09,4205.0,BE23JV,Casablanca,2000GPT4118,010
7556279.0,2023-09-25,3212.0,BE46JP,Casablanca,2000GPT4118,005
7555039.0,2023-04-15,1578.0,BE01KT,Tanger,2000GPT2564,006
7576379.0,2023-04-16,7936.0,BE75CV,Marrakech,065487956,001
7556267.0,2023-02-01,1469.0,BE60LN,Casablanca,2000GPT4587,008
7552657.0,2023-08-11,5026.0,BE94MM,Casablanca,2000GPT4118,012
7573213.0,2023-10-25,7073.0,BE03FX,Fes,065487956,004
7571890.0,2023-12-11,692.0,BE03DH,Marrakech,2000GPT4587,004
7570472.0,2023-07-10,1484.0,BE93SG,Casablanca,2000GPT4587,004
7559670.0,2023-08-28,4617.0,BE09HP,Agadir,2000GPT4118,013
7558252.0,2023-08-11,3343.0,BE81NB,Casablanca,2000GPT4118,006
7569129.0,2023-06-25,2714.0,BE13FX,Casablanca,2000GPT2564,012
7552619.0,2023-11-17,1255.0,BE41NB,Marrakech,2000GPT4587,005
7554798.0,2023-09-02,8477.0,BE42XH,Casablanca,065487956,012
7557085.0,2023-10-24,8600.0,BE43YW,Marrakech,065487956,014
7568531.0,2023-08-29,7929.0,BE28FI,Marrakech,065487956,006
7576820.0,2023-07-12,2119.0,BE41SH,Casablanca,2000GPT2564,009
7554002.0,2023-06-25,2417.0,BE67XX,Casablanca,2000GPT2564,003
7573187.0,2023-04-21,2889.0,BE26EZ,Marrakech,2000GPT2564,013
7550845.0,2023-10-15,7249.0,BE62RE,Rabat,065487956,003
7565505.0,2023-12-22,2949.0,BE86SF,Casablanca,2000GPT2564,009
7557156.0,2023-01-06,9430.0,BE30BC,Casablanca,065487956,008
7550880.0,2023-11-02,9085.0,BE50SL,Casablanca,065487956,010
7555644.0,2023-02-03,9107.0,BE26KE,Rabat,065487956,005
7562777.0,2023-06-27,7611.0,BE85LG,Casablanca,065487956,008
7565119.0,2023-12-04,6880.0,BE06LB,Casablanca,2000GPT9898,002
7559165.0,2023-12-21,4204.0,BE43RV,Agadir,2000GPT4118,008
7560929.0,2023-05-24,4408.0,BE96EL,Rabat,2000GPT4118,012
7556112.0,2023-06-10,9649.0,BE30UE,Casablanca,065487956,013
7562612.0,2023-01-03,884.0,BE01ZA,Casablanca,2000GPT4587,006
7575327.0,2023-03-24,8986.0,BE42OU,Casablanca,065487956,005
7564822.0,2023-05-13,3843.0,BE16KD,Casablanca,2000GPT4118,008
7558134.0,2023-06-02,799.0,BE51BK,Casablanca,2000GPT4587,004
7551017.0,2023-01-01,3525.0,BE20NY,Casablanca,2000GPT4118,013
7562409.0,2023-06-17,3463.0,BE21QY,Rabat,2000GPT4118,003
7562418.0,2023-01-08,4636.0,BE75IN,Casablanca,2000GPT4118,003
7576304.0,2023-05-17,9480.0,BE64GD,Rabat,065487956,015
7568640.0,2023-08-23,7791.0,BE78BM,Tanger,065487956,008
7552866.0,2023-10-15,956.0,BE72ZF,Casablanca,2000GPT4587,011
7551651.0,2023-10-10,711.0,BE19BN,Khouribga,2000GPT4587,002
7554568.0,2023-04-03,987.0,BE18CK,Casablanca,2000GPT4587,004
7551728.0,2023-02-05,7083.0,BE72LI,Marrakech,065487956,003
7564864.0,2023-02-24,5742.0,BE10JQ,Rabat,2000GPT9898,003
7568381.0,2023-07-09,796.0,BE74FC,Casablanca,2000GPT4587,009
7554803.0,2023-03-04,7557.0,BE92XO,Tanger,065487956,004
7573114.0,2023-05-31,9707.0,BE93XI,Tanger,065487956,002
7559838.0,2023-11-15,4916.0,BE33WQ,Casablanca,2000GPT4118,008
7555748.0,2023-11-26,3811.0,BE09QK,Tanger,2000GPT4118,008
7552905.0,2023-06-05,8386.0,BE85RU,Rabat,065487956,003
7554454.0,2023-02-14,4677.0,BE23TY,Casablanca,2000GPT4118,011
7573161.0,2023-07-13,8793.0,BE07HV,Rabat,065487956,004
7549948.0,2023-10-10,1779.0,BE35JU,Agadir,2000GPT2564,012
7556996.0,2023-06-16,8414.0,BE46WC,Marrakech,065487956,003
7558872.0,2023-02-14,2993.0,BE28SN,Khouribga,2000GPT2564,008
7552422.0,2023-04-04,1041.0,BE62GA,Casablanca,2000GPT4587,001
7578009.0,2023-02-23,6948.0,BE90SW,Casablanca,2000GPT9898,007
7577320.0,2023-01-25,937.0,BE09TU,Casablanca,2000GPT4587,006
7576593.0,2023-01-07,8374.0,BE69QC,Marrakech,065487956,006
7555784.0,2023-03-15,3967.0,BE24TQ,Fes,2000GPT4118,011
7567645.0,2023-12-02,9008.0,BE70EI,Tanger,065487956,008
7568556.0,2023-10-08,3365.0,BE23JD,Marrakech,2000GPT4118,006
7563639.0,2023-01-17,9827.0,BE55IM,Agadir,065487956,007
7549157.0,2023-12-20,7490.0,BE84IT,Casablanca,065487956,015
7567265.0,2023-03-27,9176.0,BE76PR,Casablanca,065487956,004
7562702.0,2023-11-07,8863.0,BE07TY,Rabat,065487956,006
7560961.0,2023-02-28,4307.0,BE42OH,Casablanca,2000GPT4118,012
7572094.0,2023-10-21,2108.0,BE30TE,Casablanca,2000GPT2564,003
7555286.0,2023-04-10,2735.0,BE53OP,Casablanca,2000GPT2564,003
7552708.0,2023-10-20,4404.0,BE08GW,Casablanca,2000GPT4118,009
7554233.0,2023-01-14,4031.0,BE47MK,Fes,2000GPT4118,002
7563076.0,2023-09-12,1248.0,BE12BS,Casablanca,2000GPT4587,012
7567518.0,2023-05-02,8919.0,BE95PB,Marrakech,065487956,012
7574016.0,2023-07-19,8180.0,BE82PT,Casablanca,065487956,014
7568579.0,2023-12-27,9414.0,BE85AC,Casablanca,065487956,013
7549768.0,2023-08-05,4488.0,BE06JX,Agadir,2000GPT4118,003
7551483.0,2023-07-12,5823.0,BE42TE,Tanger,2000GPT9898,008
7555048.0,2023-06-21,3995.0,BE28NV,Rabat,2000GPT4118,010
7553919.0,2023-10-06,1889.0,BE82EE,Casablanca,2000GPT2564,015
7572799.0,2023-12-27,10105.0,BE22JY,Casablanca,065487956,014
7573182.0,2023-11-12,7794.0,BE49DS,Fes,065487956,006
7568619.0,2023-05-28,4005.0,BE19OB,Fes,2000GPT4118,008
7556966.0,2023-09-15,8045.0,BE95QF,Agadir,065487956,009
7551249.0,2023-04-23,9171.0,BE34YO,Casablanca,065487956,011
7565830.0,2023-05-01,2578.0,BE57FR,Marrakech,2000GPT2564,012
7566345.0,2023-08-13,8767.0,BE88OC,Casablanca,065487956,007
7556262.0,2023-07-22,9738.0,BE47QK,Casablanca,065487956,009
7559397.0,2023-10-15,4500.0,BE66YE,Casablanca,2000GPT4118,010
7560724.0,2023-08-09,9193.0,BE52BE,Fes,065487956,012
7552738.0,2023-11-13,1211.0,BE99WU,Casablanca,2000GPT4587,009
7572203.0,2023-08-25,5137.0,BE94ZQ,Casablanca,2000GPT4118,014
7568697.0,2023-08-12,744.0,BE05RS,Marrakech,2000GPT4587,010
7570148.0,2023-09-11,9001.0,BE55XG,Rabat,065487956,014
7551455.0,2023-02-06,5580.0,BE42FV,Casablanca,2000GPT9898,008
7550680.0,2023-10-07,4520.0,BE25US,Casablanca,2000GPT4118,011
7555245.0,2023-03-02,1331.0,BE81GN,Casablanca,2000GPT4587,003
7554793.0,2023-01-14,7928.0,BE44BL,Fes,065487956,002
7561916.0,2023-05-01,8937.0,BE96YD,Casablanca,065487956,014
7558100.0,2023-09-07,7159.0,BE72WF,Casablanca,065487956,009
7566032.0,2023-05-19,3396.0,BE44XA,Marrakech,2000GPT4118,012
7572227.0,2023-06-10,4743.0,BE27PV,Khouribga,2000GPT4118,003
7558410.0,2023-06-27,6487.0,BE53SH,Casablanca,2000GPT9898,004
7564795.0,2023-12-01,8614.0,BE16QO,Casablanca,065487956,003
7576731.0,2023-03-11,8244.0,BE72KU,Fes,065487956,013
7577736.0,2023-10-25,7855.0,BE71DS,Marrakech,065487956,009
7560193.0,2023-03-25,3074.0,BE05RK,Casablanca,2000GPT4118,007
7573604.0,2023-10-24,4874.0,BE58VN,Casablanca,2000GPT4118,004
7569832.0,2023-07-19,8129.0,BE14HX,Agadir,065487956,009
7570757.0,2023-12-05,7690.0,BE52VS,Casablanca,065487956,008
7555265.0,2023-12-30,3450.0,BE37AC,Casablanca,2000GPT4118,012
7573539.0,2023-01-23,4645.0,BE26YE,Rabat,2000GPT4118,014
7563285.0,2023-06-28,1482.0,BE39PS,Tanger,2000GPT4587,004
7556663.0,2023-05-09,9460.0,BE78OQ,Marrakech,065487956,009
7567047.0,2023-07-04,3888.0,BE00RS,Rabat,2000GPT4118,008
7572345.0,2023-12-30,4356.0,BE14ZP,Casablanca,2000GPT4118,015
7557462.0,2023-06-20,9191.0,BE13HW,Rabat,065487956,004
7563756.0,2023-03-09,3782.0,BE52PD,Casablanca,2000GPT4118,002
7549069.0,2023-06-16,808.0,BE61WP,Rabat,2000GPT4587,008
7572234.0,2023-12-24,4377.0,BE18DQ,Fes,2000GPT4118,007
7577917.0,2023-07-06,1813.0,BE03FW,Fes,2000GPT2564,009
7556288.0,2023-12-29,2914.0,BE58QG,Casablanca,2000GPT2564,008
7574429.0,2023-10-05,4545.0,BE48QW,Rabat,2000GPT4118,014
7553650.0,2023-05-07,1194.0,BE63RH,Casablanca,2000GPT4587,006
7573647.0,2023-06-01,7967.0,BE33AH,Casablanca,065487956,009
7566448.0,2023-12-19,1380.0,BE77KC,Casablanca,2000GPT4587,004
7564209.0,2023-03-13,9734.0,BE11IH,Casablanca,065487956,010
7557001.0,2023-12-14,1155.0,BE96FG,Casablanca,2000GPT4587,002
7571835.0,2023-10-16,2899.0,BE91EF,Rabat,2000GPT2564,015
7557678.0,2023-05-26,1954.0,BE51RH,Fes,2000GPT2564,012
7567086.0,2023-11-13,2836.0,BE73GM,Fes,2000GPT2564,008
7570452.0,2023-05-31,4545.0,BE82RF,Rabat,2000GPT4118,010
7548936.0,2023-04-27,8822.0,BE59FB,Casablanca,065487956,004
7577037.0,2023-07-11,928.0,BE12WE,Khouribga,2000GPT4587,003
7577458.0,2023-10-07,693.0,BE52ND,Casablanca,2000GPT4587,015
7567466.0,2023-03-21,8197.0,BE41WH,Casablanca,065487956,003
7572527.0,2023-06-28,9407.0,BE23AI,Casablanca,065487956,015
7578675.0,2023-02-19,9775.0,BE91ZQ,Casablanca,065487956,009
